Band,Range,Description,PartNo,MSRP List Price,Standard Channel SKU,Unnamed: 6
CWSDRU-AU,"Trellix Cloud Workload Security Detect and Respond - Upgrade (Australia Data Center)
LICENSE: Per OS Instance.
DELIVERABLE: Download.
MANAGEMENT:  ePO - On-prem, ePO - IaaS.
PRODUCT CONTENT:  Cloud Workload Security for hybrid cloud:  (VMware, OpenStack, AWS and Azure), Endpoint Security for Servers, Endpoint Security Firewall Module, Endpoint Security for Linux, Threat Intelligence Exchange (TIE), MOVE Enterprise (includes:  MOVE AV Agentless and Multi-Platform), Network Visibility and Micro-Segmentation based firewall, Application Control for Servers, Change Control for Servers.  Trellix EDR Guided investigations utilizing 30-days of historical endpoint data.  EDR is a SaaS service with email and agent download.",,,,,
,Upgrade Subscription Offering,,,,,
,1yr Subscription with 1yr Thrive Essential,,,,,
A,1-25,Cloud Work Sec EDR UPGD (AU) 1:1TE,CWRAUE-DA,2034.79,CWRAUE-DA-AA,
B,26-50,Cloud Work Sec EDR UPGD (AU) 1:1TE,CWRAUE-DA,1729.52,CWRAUE-DA-BA,
C,51-100,Cloud Work Sec EDR UPGD (AU) 1:1TE,CWRAUE-DA,1546.41,CWRAUE-DA-CA,
D,101-250,Cloud Work Sec EDR UPGD (AU) 1:1TE,CWRAUE-DA,1383.66,CWRAUE-DA-DA,
E,251-500,Cloud Work Sec EDR UPGD (AU) 1:1TE,CWRAUE-DA,1322.61,CWRAUE-DA-EA,
F,501-1000,Cloud Work Sec EDR UPGD (AU) 1:1TE,CWRAUE-DA,1241.2,CWRAUE-DA-FA,
G,1001-2000,Cloud Work Sec EDR UPGD (AU) 1:1TE,CWRAUE-DA,1159.83,CWRAUE-DA-GA,
H,2001-5000,Cloud Work Sec EDR UPGD (AU) 1:1TE,CWRAUE-DA,1058.08,CWRAUE-DA-HA,
I,5001-10000,Cloud Work Sec EDR UPGD (AU) 1:1TE,CWRAUE-DA,997.02,CWRAUE-DA-IA,
J,10001-+,Cloud Work Sec EDR UPGD (AU) 1:1TE,CWRAUE-DA,935.98,CWRAUE-DA-JA,
