Layer1,Layer2,Layer3 STUB,Layer3 STUB Description,Layer4,Layer5,Band,Min,Max,Description,Part. No.,Channel SKU,MSRP List Price,Assurance,Packaged Weight,Packaged Size,Tiered Pric,Pricing Tier,Reseller Authorization,Tier 1 Authorization,Reorder,Export Restriction,FCS Date,EOS Date,Commission Group Description,EAN/UPC,Effective Date,Currency,Price List,Solution Competency,Product Type
Trellix Network Security,Network IPS Appliances: NS9600 Series,NS9600-60GBPS-S,Trellix IPS NS9600 - 60Gbps Software license (Throughput based entitlement),Standard Offering,1yr Subscription with 1yr Thrive Essential,A,1,+,NS9600 (60Gbps) 1:1 TE,NS96X60ECE-AT,NS96X60ECE-AT-AA,448304.86,Yes, , ,No,Standard,No,No,No,Yes, , , , ,04/14/2025,AUD,AUSTRALIA COM TIER 1 PRICE BOOK,Network Security,Network IPS
Trellix Network Security,Network IPS Appliances: NS9600 Series,NS9600-20GBPS FO-S,Trellix IPS NS9600 - 20Gbps Failover (HA) Software license (Throughput based entitlement),Standard Offering,1yr Subscription with 1yr Thrive Essential,A,1,+,NS9600 (20Gbps) FO 1:1 TE,FO96X20ECE-AT,FO96X20ECE-AT-AA,133424.08,Yes, , ,No,Standard,No,No,No,Yes, , , , ,04/14/2025,AUD,AUSTRALIA COM TIER 1 PRICE BOOK,Network Security,Network IPS
Trellix Network Security,Network IPS Appliances: NS9600 Series,NS9600-40GBPS FO-S,Trellix IPS NS9600 - 40Gbps Failover (HA) Software license (Throughput based entitlement),Standard Offering,1yr Subscription with 1yr Thrive Essential,A,1,+,NS9600 (40Gbps) FO 1:1 TE,FO96X40ECE-AT,FO96X40ECE-AT-AA,192130.68,Yes, , ,No,Standard,No,No,No,Yes, , , , ,04/14/2025,AUD,AUSTRALIA COM TIER 1 PRICE BOOK,Network Security,Network IPS
Trellix Network Security,Network IPS Appliances: NS9600 Series,NS9600-60GBPS FO-S,Trellix IPS NS9600 - 60Gbps Failover (HA) Software license (Throughput based entitlement),Standard Offering,1yr Subscription with 1yr Thrive Essential,A,1,+,NS9600 (60Gbps) FO 1:1 TE,FO96X60ECE-AT,FO96X60ECE-AT-AA,336228.7,Yes, , ,No,Standard,No,No,No,Yes, , , , ,04/14/2025,AUD,AUSTRALIA COM TIER 1 PRICE BOOK,Network Security,Network IPS
Trellix Network Security,Network IPS Appliances: NS9600 Series,IPS NS9600 SSL,Trellix Network Security IPS NS9600 Appliance - Inbound/Outbound SSL,Add On Offering,1yr Subscription with 1yr Thrive Essential,A,1,+,Net IPS NS9600 SSL 1:1 TE,SSL9600ECE-AT,SSL9600ECE-AT-AA,79683.82,Yes, , ,No,Standard,No,No,No,Yes,03/31/2025, , , ,04/14/2025,AUD,AUSTRALIA COM TIER 1 PRICE BOOK,Network Security,Network IPS
Trellix Network Security,Network IPS Appliances: NS9500 Series,IPS NS9500,Trellix Network Security IPS NS9500 Appliance,Standard Offering,Hardware, ,1,+,Net Sec IPS-NS9500 Appliance,IPS-NS9500,IPS-NS9500A,147862.86,Yes,48.000 LB,"37""X24""X9""",No,Standard,No,No,No,Yes, , , ,731944716534,04/14/2025,AUD,AUSTRALIA COM TIER 1 PRICE BOOK,Network Security,Network IPS
Trellix Network Security,Network IPS Appliances: NS9500 Series,IPS NS9500,Trellix Network Security IPS NS9500 Appliance,Standard Offering,1yr Next Business Day Ship Hardware Support, ,1,+,Net Sec IPS-NS9500 Appl 1Yr NBD,RBIPSNS9500NBD,RBIPSNS9500NBDA,33831.46,Yes, , ,No,Standard,No,No,No,Yes, , , , ,04/14/2025,AUD,AUSTRALIA COM TIER 1 PRICE BOOK,Network Security,Network IPS
Trellix Network Security,Network IPS Appliances: NS9500 Series,NS9500-10GBPS-S,Trellix IPS NS9500 - 10Gbps Software license (Throughput based entitlement),Standard Offering,1yr Subscription with 1yr Thrive Essential,A,1,+,NS9500 (10Gbps) 1:1 TE,NS95X10ECE-AT,NS95X10ECE-AT-AA,157579.86,Yes, , ,No,Standard,No,No,No,Yes, , , , ,04/14/2025,AUD,AUSTRALIA COM TIER 1 PRICE BOOK,Network Security,Network IPS
Trellix Network Security,Network IPS Appliances: NS9500 Series,NS9500-20GBPS-S,Trellix IPS NS9500 - 20Gbps Software license (Throughput based entitlement),Standard Offering,1yr Subscription with 1yr Thrive Essential,A,1,+,NS9500 (20Gbps) 1:1 TE,NS95X20ECE-AT,NS95X20ECE-AT-AA,251545.25,Yes, , ,No,Standard,No,No,No,Yes, , , , ,04/14/2025,AUD,AUSTRALIA COM TIER 1 PRICE BOOK,Network Security,Network IPS
Trellix Network Security,Network IPS Appliances: NS9500 Series,NS9500-30GBPS-S,Trellix IPS NS9500 - 30Gbps Software license (Throughput based entitlement),Standard Offering,1yr Subscription with 1yr Thrive Essential,A,1,+,NS9500 (30Gbps) 1:1 TE,NS95X30ECE-AT,NS95X30ECE-AT-AA,288398.14,Yes, , ,No,Standard,No,No,No,Yes, , , , ,04/14/2025,AUD,AUSTRALIA COM TIER 1 PRICE BOOK,Network Security,Network IPS
Trellix Network Security,Network IPS Appliances: NS9500 Series,NS9500-40GBPS-S,Trellix IPS NS9500 - 40Gbps Software license (Throughput based entitlement),Standard Offering,1yr Subscription with 1yr Thrive Essential,A,1,+,NS9500 (40Gbps) 1:1 TE,NS95X40ECE-AT,NS95X40ECE-AT-AA,360774.11,Yes, , ,No,Standard,No,No,No,Yes, , , , ,04/14/2025,AUD,AUSTRALIA COM TIER 1 PRICE BOOK,Network Security,Network IPS
Trellix Network Security,Network IPS Appliances: NS9500 Series,NS9500-60GBPS-S,Trellix IPS NS9500 - 60Gbps Software license (Throughput based entitlement),Standard Offering,1yr Subscription with 1yr Thrive Essential,A,1,+,NS9500 (60Gbps) 1:1 TE,NS95X60ECE-AT,NS95X60ECE-AT-AA,613316.53,Yes, , ,No,Standard,No,No,No,Yes, , , , ,04/14/2025,AUD,AUSTRALIA COM TIER 1 PRICE BOOK,Network Security,Network IPS
Trellix Network Security,Network IPS Appliances: NS9500 Series,NS9500-100GBPS-S,Trellix IPS NS9500 - 100Gbps Software license (Throughput based entitlement),Standard Offering,1yr Subscription with 1yr Thrive Essential,A,1,+,NS9500 (100Gbps) 1:1 TE,NS95X100ECE-AT,NS95X100ECE-AT-AA,779271.37,Yes, , ,No,Standard,No,No,No,Yes, , , , ,04/14/2025,AUD,AUSTRALIA COM TIER 1 PRICE BOOK,Network Security,Network IPS
Trellix Network Security,Network IPS Appliances: NS9500 Series,NS9500-10GBPS FO-S,Trellix IPS NS9500 - 10Gbps Failover (HA) Software license (Throughput based entitlement),Standard Offering,1yr Subscription with 1yr Thrive Essential,A,1,+,NS9500 (10Gbps) FO 1:1 TE,FO95X10ECE-AT,FO95X10ECE-AT-AA,118184.9,Yes, , ,No,Standard,No,No,No,Yes, , , , ,04/14/2025,AUD,AUSTRALIA COM TIER 1 PRICE BOOK,Network Security,Network IPS
Trellix Network Security,Network IPS Appliances: NS9500 Series,NS9500-20GBPS FO-S,Trellix IPS NS9500 - 20Gbps Failover (HA) Software license (Throughput based entitlement),Standard Offering,1yr Subscription with 1yr Thrive Essential,A,1,+,NS9500 (20Gbps) FO 1:1 TE,FO95X20ECE-AT,FO95X20ECE-AT-AA,188658.94,Yes, , ,No,Standard,No,No,No,Yes, , , , ,04/14/2025,AUD,AUSTRALIA COM TIER 1 PRICE BOOK,Network Security,Network IPS
Trellix Network Security,Network IPS Appliances: NS9500 Series,NS9500-30GBPS FO-S,Trellix IPS NS9500 - 30Gbps Failover (HA) Software license (Throughput based entitlement),Standard Offering,1yr Subscription with 1yr Thrive Essential,A,1,+,NS9500 (30Gbps) FO 1:1 TE,FO95X30ECE-AT,FO95X30ECE-AT-AA,216298.6,Yes, , ,No,Standard,No,No,No,Yes, , , , ,04/14/2025,AUD,AUSTRALIA COM TIER 1 PRICE BOOK,Network Security,Network IPS
Trellix Network Security,Network IPS Appliances: NS9500 Series,NS9500-40GBPS FO-S,Trellix IPS NS9500 - 40Gbps Failover (HA) Software license (Throughput based entitlement),Standard Offering,1yr Subscription with 1yr Thrive Essential,A,1,+,NS9500 (40Gbps) FO 1:1 TE,FO95X40ECE-AT,FO95X40ECE-AT-AA,270580.56,Yes, , ,No,Standard,No,No,No,Yes, , , , ,04/14/2025,AUD,AUSTRALIA COM TIER 1 PRICE BOOK,Network Security,Network IPS
Trellix Network Security,Network IPS Appliances: NS9500 Series,NS9500-60GBPS FO-S,Trellix IPS NS9500 - 60Gbps Failover (HA) Software license (Throughput based entitlement),Standard Offering,1yr Subscription with 1yr Thrive Essential,A,1,+,NS9500 (60Gbps) FO 1:1 TE,FO95X60ECE-AT,FO95X60ECE-AT-AA,459987.4,Yes, , ,No,Standard,No,No,No,Yes, , , , ,04/14/2025,AUD,AUSTRALIA COM TIER 1 PRICE BOOK,Network Security,Network IPS
Trellix Network Security,Network IPS Appliances: NS9500 Series,NS9500-100GBPS FO-S,Trellix IPS NS9500 - 100Gbps Failover (HA) Software license (Throughput based entitlement),Standard Offering,1yr Subscription with 1yr Thrive Essential,A,1,+,NS9500 (100Gbps) FO 1:1 TE,FO95X100ECE-AT,FO95X100ECE-AT-AA,584453.49,Yes, , ,No,Standard,No,No,No,Yes, , , , ,04/14/2025,AUD,AUSTRALIA COM TIER 1 PRICE BOOK,Network Security,Network IPS
Trellix Network Security,Network IPS Appliances: NS9500 Series,IPS NS9500 10GB-SSL,Trellix Network Security IPS NS9500 10GB Appliance - Inbound/Outbound SSL,Add On Offering,1yr Subscription with 1yr Thrive Essential,A,1,+,Net IPS NS9500 10GB SSL 1:1 TE,SSL9510ECE-AT,SSL9510ECE-AT-AA,114072.48,Yes, , ,No,Standard,No,No,No,Yes, , , , ,04/14/2025,AUD,AUSTRALIA COM TIER 1 PRICE BOOK,Network Security,Network IPS
Trellix Network Security,Network IPS Appliances: NS9500 Series,IPS NS9500 20GB-SSL,Trellix Network Security IPS NS9500 20GB Appliance - Inbound/Outbound SSL,Add On Offering,1yr Subscription with 1yr Thrive Essential,A,1,+,Net IPS NS9500 20GB SSL 1:1 TE,SSL9520ECE-AT,SSL9520ECE-AT-AA,150770.4,Yes, , ,No,Standard,No,No,No,Yes, , , , ,04/14/2025,AUD,AUSTRALIA COM TIER 1 PRICE BOOK,Network Security,Network IPS
Trellix Network Security,Network IPS Appliances: NS9500 Series,IPS NS9500 30GB-SSL,Trellix Network Security IPS NS9500 30GB Appliance - Inbound/Outbound SSL,Add On Offering,1yr Subscription with 1yr Thrive Essential,A,1,+,Net IPS NS9500 30GB SSL 1:1 TE,SSL9530ECE-AT,SSL9530ECE-AT-AA,186664.06,Yes, , ,No,Standard,No,No,No,Yes, , , , ,04/14/2025,AUD,AUSTRALIA COM TIER 1 PRICE BOOK,Network Security,Network IPS
Trellix Network Security,Network IPS Appliances: NS7600 Series,IPS NS7600,Trellix Network Security IPS NS7600 Appliance,Standard Offering,Hardware, ,1,+,NetSec IPS-NS7600 Appliance,IPS-NS7600,IPS-NS7600A,101408.74,Yes,46.000 LB,"36.75""X23.75""X8.75""",No,Standard,No,No,No,Yes, , , ,731944754765,04/14/2025,AUD,AUSTRALIA COM TIER 1 PRICE BOOK,Network Security,Network IPS
Trellix Network Security,Network IPS Appliances: NS7600 Series,IPS NS7600,Trellix Network Security IPS NS7600 Appliance,Standard Offering,1yr Next Business Day Ship Hardware Support, ,1,+,NetSec IPS-NS7600 Appl 1Yr NBD,RBIPSNS7600NBD,RBIPSNS7600NBDA,23202.61,Yes, , ,No,Standard,No,No,No,Yes, , , , ,04/14/2025,AUD,AUSTRALIA COM TIER 1 PRICE BOOK,Network Security,Network IPS
Trellix Network Security,Network IPS Appliances: NS7600 Series,NS7600-5GBPS-S,Trellix IPS NS7600 - 5Gbps Software license (Throughput based entitlement),Standard Offering,1yr Subscription with 1yr Thrive Essential,A,1,+,NS7600 (5Gbps) 1:1 TE,NS76X05ECE-AT,NS76X05ECE-AT-AA,66156.1,Yes, , ,No,Standard,No,No,No,Yes, , , , ,04/14/2025,AUD,AUSTRALIA COM TIER 1 PRICE BOOK,Network Security,Network IPS
Trellix Network Security,Network IPS Appliances: NS7600 Series,NS7600-10GBPS-S,Trellix IPS NS7600 - 10Gbps Software license (Throughput based entitlement),Standard Offering,1yr Subscription with 1yr Thrive Essential,A,1,+,NS7600 (10Gbps) 1:1 TE,NS76X10ECE-AT,NS76X10ECE-AT-AA,109111.23,Yes, , ,No,Standard,No,No,No,Yes, , , , ,04/14/2025,AUD,AUSTRALIA COM TIER 1 PRICE BOOK,Network Security,Network IPS
Trellix Network Security,Network IPS Appliances: NS7600 Series,NS7600-15GBPS-S,Trellix IPS NS7600 - 15Gbps Software license (Throughput based entitlement),Standard Offering,1yr Subscription with 1yr Thrive Essential,A,1,+,NS7600 (15Gbps) 1:1 TE,NS76X15ECE-AT,NS76X15ECE-AT-AA,149434.95,Yes, , ,No,Standard,No,No,No,Yes, , , , ,04/14/2025,AUD,AUSTRALIA COM TIER 1 PRICE BOOK,Network Security,Network IPS
Trellix Network Security,Network IPS Appliances: NS7600 Series,NS7600-5GBPS FO-S,Trellix IPS NS7600 - 5Gbps Failover (HA) Software license (Throughput based entitlement),Standard Offering,1yr Subscription with 1yr Thrive Essential,A,1,+,NS7600 (5Gbps) FO 1:1 TE,FO76X05ECE-AT,FO76X05ECE-AT-AA,49617.09,Yes, , ,No,Standard,No,No,No,Yes, , , , ,04/14/2025,AUD,AUSTRALIA COM TIER 1 PRICE BOOK,Network Security,Network IPS
Trellix Network Security,Network IPS Appliances: NS7600 Series,NS7600-10GBPS FO-S,Trellix IPS NS7600 - 10Gbps Failover (HA) Software license (Throughput based entitlement),Standard Offering,1yr Subscription with 1yr Thrive Essential,A,1,+,NS7600 (10Gbps) FO 1:1 TE,FO76X10ECE-AT,FO76X10ECE-AT-AA,81833.44,Yes, , ,No,Standard,No,No,No,Yes, , , , ,04/14/2025,AUD,AUSTRALIA COM TIER 1 PRICE BOOK,Network Security,Network IPS
Trellix Network Security,Network IPS Appliances: NS7600 Series,NS7600-15GBPS FO-S,Trellix IPS NS7600 - 15Gbps Failover (HA) Software license (Throughput based entitlement),Standard Offering,1yr Subscription with 1yr Thrive Essential,A,1,+,NS7600 (15Gbps) FO 1:1 TE,FO76X15ECE-AT,FO76X15ECE-AT-AA,112076.23,Yes, , ,No,Standard,No,No,No,Yes, , , , ,04/14/2025,AUD,AUSTRALIA COM TIER 1 PRICE BOOK,Network Security,Network IPS
Trellix Network Security,Network IPS Appliances: NS7600 Series,IPS NS7600 SSL,Trellix Network Security IPS NS7600 Appliance - Inbound/Outbound SSL,Add On Offering,1yr Subscription with 1yr Thrive Essential,A,1,+,Net IPS NS7600 SSL 1:1 TE,SSL7600ECE-AT,SSL7600ECE-AT-AA,41695.02,Yes, , ,No,Standard,No,No,No,Yes,03/31/2025, , , ,04/14/2025,AUD,AUSTRALIA COM TIER 1 PRICE BOOK,Network Security,Network IPS
Trellix Network Security,Network IPS Appliances: NS3600 Series,IPS NS3600,Trellix Network Security IPS NS3600 Appliance,Standard Offering,Hardware, ,1,+,NetSec IPS-NS3600 Appliance,IPS-NS3600,IPS-NS3600A,29074.85,Yes,12.000 LB,"25""X16""X6.5""",No,Standard,No,No,No,Yes, , , ,731944754734,04/14/2025,AUD,AUSTRALIA COM TIER 1 PRICE BOOK,Network Security,Network IPS
Trellix Network Security,Network IPS Appliances: NS3600 Series,IPS NS3600,Trellix Network Security IPS NS3600 Appliance,Standard Offering,1yr Next Business Day Ship Hardware Support, ,1,+,NetSec IPS-NS3600 Appl 1Yr NBD,RBIPSNS3600NBD,RBIPSNS3600NBDA,6652.41,Yes, , ,No,Standard,No,No,No,Yes, , , , ,04/14/2025,AUD,AUSTRALIA COM TIER 1 PRICE BOOK,Network Security,Network IPS
Trellix Network Security,Network IPS Appliances: NS3600 Series,NS3600-1GBPS-S,Trellix IPS NS3600 - 1Gbps Software license (Throughput based entitlement),Standard Offering,1yr Subscription with 1yr Thrive Essential,A,1,+,NS3600 (1Gbps) 1:1 TE,NS36X01ECE-AT,NS36X01ECE-AT-AA,15566.14,Yes, , ,No,Standard,No,No,No,Yes, , , , ,04/14/2025,AUD,AUSTRALIA COM TIER 1 PRICE BOOK,Network Security,Network IPS
Trellix Network Security,Network IPS Appliances: NS3600 Series,NS3600-3GBPS-S,Trellix IPS NS3600 - 3Gbps Software license (Throughput based entitlement),Standard Offering,1yr Subscription with 1yr Thrive Essential,A,1,+,NS3600 (3Gbps) 1:1 TE,NS36X03ECE-AT,NS36X03ECE-AT-AA,43196.04,Yes, , ,No,Standard,No,No,No,Yes, , , , ,04/14/2025,AUD,AUSTRALIA COM TIER 1 PRICE BOOK,Network Security,Network IPS
Trellix Network Security,Network IPS Appliances: NS3600 Series,NS3600-5GBPS-S,Trellix IPS NS3600 - 5Gbps Software license (Throughput based entitlement),Standard Offering,1yr Subscription with 1yr Thrive Essential,A,1,+,NS3600 (5Gbps) 1:1 TE,NS36X05ECE-AT,NS36X05ECE-AT-AA,66156.1,Yes, , ,No,Standard,No,No,No,Yes, , , , ,04/14/2025,AUD,AUSTRALIA COM TIER 1 PRICE BOOK,Network Security,Network IPS
Trellix Network Security,Network IPS Appliances: NS3600 Series,NS3600-1GBPS FO-S,Trellix IPS NS3600 - 1Gbps Failover (HA) Software license (Throughput based entitlement),Standard Offering,1yr Subscription with 1yr Thrive Essential,A,1,+,NS3600 (1Gbps) FO 1:1 TE,FO36X01ECE-AT,FO36X01ECE-AT-AA,11674.61,Yes, , ,No,Standard,No,No,No,Yes, , , , ,04/14/2025,AUD,AUSTRALIA COM TIER 1 PRICE BOOK,Network Security,Network IPS
Trellix Network Security,Network IPS Appliances: NS3600 Series,NS3600-3GBPS FO-S,Trellix IPS NS3600 - 3Gbps Failover (HA) Software license (Throughput based entitlement),Standard Offering,1yr Subscription with 1yr Thrive Essential,A,1,+,NS3600 (3Gbps) FO 1:1 TE,FO36X03ECE-AT,FO36X03ECE-AT-AA,32397.03,Yes, , ,No,Standard,No,No,No,Yes, , , , ,04/14/2025,AUD,AUSTRALIA COM TIER 1 PRICE BOOK,Network Security,Network IPS
Trellix Network Security,Network IPS Appliances: NS3600 Series,NS3600-5GBPS FO-S,Trellix IPS NS3600 - 5Gbps Failover (HA) Software license (Throughput based entitlement),Standard Offering,1yr Subscription with 1yr Thrive Essential,A,1,+,NS3600 (5Gbps) FO 1:1 TE,FO36X05ECE-AT,FO36X05ECE-AT-AA,49617.09,Yes, , ,No,Standard,No,No,No,Yes, , , , ,04/14/2025,AUD,AUSTRALIA COM TIER 1 PRICE BOOK,Network Security,Network IPS
Trellix Network Security,Network IPS Appliances: NS3600 Series,IPS NS3600 SSL,Trellix Network Security IPS NS3600 Appliance - Inbound/Outbound SSL,Add On Offering,1yr Subscription with 1yr Thrive Essential,A,1,+,Net IPS NS3600 SSL 1:1 TE,SSL3600ECE-AT,SSL3600ECE-AT-AA,22237.34,Yes, , ,No,Standard,No,No,No,Yes,03/31/2025, , , ,04/14/2025,AUD,AUSTRALIA COM TIER 1 PRICE BOOK,Network Security,Network IPS
Trellix Network Security,Network IPS Network I/O Expansion Modules,NET-I/O-E-MOD-4P-SR-100G,Trellix Network Security 4-Port 100/40 GigE SR Fiber Network I/O Expansion Module (without Fail-Open),Standard Offering,Hardware, ,1,+,NetSec 4pt SR NonFO Mod 100/40GigE,IAC-4P100SR-MOD,IAC-4P100SR-MODA,57897.78,Yes,3.000 LB,"11""X8""X3""",No,Standard,No,No,No,Yes, , , ,731944755007,04/14/2025,AUD,AUSTRALIA COM TIER 1 PRICE BOOK,Network Security,Network IPS
Trellix Network Security,Network IPS Network I/O Expansion Modules,NET-I/O-E-MOD-4P-SR-100G,Trellix Network Security 4-Port 100/40 GigE SR Fiber Network I/O Expansion Module (without Fail-Open),Standard Offering,1yr Advanced RMA (next business day ship) Hardware Support, ,1,+,NetSec 4ptSR NonFO Mod100/40GigE 1Yr RMA,RBIAC4P100SRMOD,RBIAC4P100SRMODA,13247.03,Yes, , ,No,Standard,No,No,No,Yes, , , , ,04/14/2025,AUD,AUSTRALIA COM TIER 1 PRICE BOOK,Network Security,Network IPS
Trellix Network Security,Network IPS Network I/O Expansion Modules,NET-I/O-E-MOD-4P-SRP-100G,Trellix Network Security 4-Port 100/40 GigE SR Network I/O Expansion Module (with Built-In Fail-Open),Standard Offering,Hardware, ,1,+,Net Sec 4pt SR PFO Mod 100/40GigE,IAC-4P100SRP-MOD,IAC-4P100SRP-MODA,87848.35,Yes,3.000 LB,"11""X8""X3""",No,Standard,No,No,No,Yes,03/31/2025, , ,731944755106,04/14/2025,AUD,AUSTRALIA COM TIER 1 PRICE BOOK,Network Security,Network IPS
Trellix Network Security,Network IPS Network I/O Expansion Modules,NET-I/O-E-MOD-4P-SRP-100G,Trellix Network Security 4-Port 100/40 GigE SR Network I/O Expansion Module (with Built-In Fail-Open),Standard Offering,1yr Advanced RMA (next business day ship) Hardware Support, ,1,+,Net Sec 4pt SR PFO Mod 100/40GigE 1YrRMA,RBIAC4P100SRPMOD,RBIAC4P100SRPMODA,20103.67,Yes, , ,No,Standard,No,No,No,Yes,03/31/2025, , , ,04/14/2025,AUD,AUSTRALIA COM TIER 1 PRICE BOOK,Network Security,Network IPS
Trellix Network Security,Network IPS Network I/O Expansion Modules,NET-I/O-E-MOD-4P-BIDI-100,Trellix Network Security 4-Port 100/40 GigE BIDI Network I/O Expansion Module (with Built-In Fail-Open),Standard Offering,Hardware, ,1,+,Net Sec 4pt BIDI PFO Mod 100/40GigE,IAC-4P100BIDI-MOD,IAC-4P100BIDI-MODA,98274.11,Yes,3.000 LB,"11""X8""X3""",No,Standard,No,No,No,Yes,03/31/2025, , ,731944755137,04/14/2025,AUD,AUSTRALIA COM TIER 1 PRICE BOOK,Network Security,Network IPS
Trellix Network Security,Network IPS Network I/O Expansion Modules,NET-I/O-E-MOD-4P-BIDI-100,Trellix Network Security 4-Port 100/40 GigE BIDI Network I/O Expansion Module (with Built-In Fail-Open),Standard Offering,1yr Advanced RMA (next business day ship) Hardware Support, ,1,+,Net Sec 4pt BIDI PFO Mod100/40GigE1YrRMA,RBIAC4P100BIDIMOD,RBIAC4P100BIDIMODA,22485.41,Yes, , ,No,Standard,No,No,No,Yes,03/31/2025, , , ,04/14/2025,AUD,AUSTRALIA COM TIER 1 PRICE BOOK,Network Security,Network IPS
Trellix Network Security,Network IPS Network I/O Expansion Modules,NET-I/O-E-MOD-4P-LR-100G,Trellix Network Security 4-Port 100 GigE LR Network I/O Expansion Module (with Built-In Fail-Open),Standard Offering,Hardware, ,1,+,Net Sec 4pt LR PFO Mod 100GigE,IAC-4P100LR-MOD,IAC-4P100LR-MODA,101307.87,Yes,3.000 LB,"11""X8""X3""",No,Standard,No,No,No,Yes,03/31/2025, , ,731944755168,04/14/2025,AUD,AUSTRALIA COM TIER 1 PRICE BOOK,Network Security,Network IPS
Trellix Network Security,Network IPS Network I/O Expansion Modules,NET-I/O-E-MOD-4P-LR-100G,Trellix Network Security 4-Port 100 GigE LR Network I/O Expansion Module (with Built-In Fail-Open),Standard Offering,1yr Advanced RMA (next business day ship) Hardware Support, ,1,+,Net Sec 4pt LR PFO Mod 100GigE 1Yr RMA,RBIAC4P100LRMOD,RBIAC4P100LRMODA,23179.54,Yes, , ,No,Standard,No,No,No,Yes,03/31/2025, , , ,04/14/2025,AUD,AUSTRALIA COM TIER 1 PRICE BOOK,Network Security,Network IPS
Trellix Network Security,Network IPS Network I/O Expansion Modules,NET-I/O-E-MOD-4P-LR-40G,Trellix Network Security 4-Port 40 GigE LR Network I/O Expansion Module (with Built-In Fail-Open),Standard Offering,Hardware, ,1,+,Net Sec 4pt LR PFO Mod 40GigE,IAC-4P40LR-MOD,IAC-4P40LR-MODA,84807.49,Yes,3.000 LB,"11""X8""X3""",No,Standard,No,No,No,Yes,03/31/2025, , ,731944755199,04/14/2025,AUD,AUSTRALIA COM TIER 1 PRICE BOOK,Network Security,Network IPS
Trellix Network Security,Network IPS Network I/O Expansion Modules,NET-I/O-E-MOD-4P-LR-40G,Trellix Network Security 4-Port 40 GigE LR Network I/O Expansion Module (with Built-In Fail-Open),Standard Offering,1yr Advanced RMA (next business day ship) Hardware Support, ,1,+,Net Sec 4pt LR PFO Mod 40GigE 1Yr RMA,RBIAC4P40LRMOD,RBIAC4P40LRMODA,19404.21,Yes, , ,No,Standard,No,No,No,Yes,03/31/2025, , , ,04/14/2025,AUD,AUSTRALIA COM TIER 1 PRICE BOOK,Network Security,Network IPS
Trellix Network Security,Network IPS Network I/O Expansion Modules,NET-I/O-E-MOD-2P-SR-100G,Trellix Network Security 2-Port 100/40 GigE SR Network I/O Expansion Module (with Built-In Fail-Open),Standard Offering,Hardware, ,1,+,Net Sec 2pt SR FO Mod 100/40GigE,IAC-2P100NSR-MOD,IAC-2P100NSR-MODA,57897.78,Yes,1.700 LB,"11""X8""X3""",No,Standard,No,No,No,Yes, , , ,731944731308,04/14/2025,AUD,AUSTRALIA COM TIER 1 PRICE BOOK,Network Security,Network IPS
Trellix Network Security,Network IPS Network I/O Expansion Modules,NET-I/O-E-MOD-2P-SR-100G,Trellix Network Security 2-Port 100/40 GigE SR Network I/O Expansion Module (with Built-In Fail-Open),Standard Offering,1yr Advanced RMA (next business day ship) Hardware Support, ,1,+,Net Sec 2pt SR FO Mod 100/40GigE 1Yr RMA,RBIAC2P100NSRMOD,RBIAC2P100NSRMODA,13247.03,Yes, , ,No,Standard,No,No,No,Yes, , , , ,04/14/2025,AUD,AUSTRALIA COM TIER 1 PRICE BOOK,Network Security,Network IPS
Trellix Network Security,Network IPS Network I/O Expansion Modules,NET-I/O-E-MOD-2PORT-100G,Trellix Network Security 2-Port 100GigE QSFP28 Network I/O Expansion Module (without Built-In Fail-Open),Standard Offering,Hardware, ,1,+,Net Sec 2port I/O Mod 100GigE,IAC-2P100NET-MOD,IAC-2P100NET-MODA,8201.75,Yes,2.000 LB,"11""X8""X3""",No,Standard,No,No,No,Yes, , , ,731944716503,04/14/2025,AUD,AUSTRALIA COM TIER 1 PRICE BOOK,Network Security,Network IPS
Trellix Network Security,Network IPS Network I/O Expansion Modules,NET-I/O-E-MOD-2PORT-100G,Trellix Network Security 2-Port 100GigE QSFP28 Network I/O Expansion Module (without Built-In Fail-Open),Standard Offering,1yr Advanced RMA (next business day ship) Hardware Support, ,1,+,Net Sec 2port I/O Mod100GigE 1Yr RMA,RBIAC2P100NETMOD,RBIAC2P100NETMODA,1877.14,Yes, , ,No,Standard,No,No,No,Yes, , , , ,04/14/2025,AUD,AUSTRALIA COM TIER 1 PRICE BOOK,Network Security,Network IPS
Trellix Network Security,Network IPS Network I/O Expansion Modules,NET-I/O-E-MOD-4PORT-LR,Trellix Network Security 4-Port 10/1 GigE 10GBASE-LR/1000BASE-LX SM Net I/O Exp Mod (with Built-In Fail-Open),Standard Offering,Hardware, ,1,+,NS 4pt FO Mod 10-1GigE 1310nm SM,IAC-4P1GMM13-MOD,IAC-4P1GMM13-MODA,25259.15,Yes,2.000 LB,"11""X8""X3""",No,Standard,No,No,No,Yes, , , ,731944681702,04/14/2025,AUD,AUSTRALIA COM TIER 1 PRICE BOOK,Network Security,Network IPS
